"job_title","job_link","job_type","job_category","posted","deadline","location","actual_job_title","company","job_status"
"School Construction Engineer job at kirehe district","https://www.greatrwandajobs.com/jobs/job-detail/job-School-Construction-Engineer-job-at-kirehe-district-37932","Full-Time","Engineering","Posted: 57 Days Ago",2024-09-26,"Kirehe","School Construction Engineer job at kirehe district","kirehe district","Inactive"
"Good Governance and Specific Programs Officer job at kirehe district","https://www.greatrwandajobs.com/jobs/job-detail/job-Good-Governance-and-Specific-Programs-Officer-job-at-kirehe-district-37933","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Kirehe","Good Governance and Specific Programs Officer job at kirehe district","kirehe district","Inactive"
"Director of Education job at rusizi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Director-of-Education-job-at-rusizi-district-37913","Full-Time","Education/ Academic/ Teaching","Posted: 57 Days Ago",2024-09-26,"Rusizi","Director of Education job at rusizi district","rusizi district","Inactive"
"Driver job at rusizi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Driver-job-at-rusizi-district-37914","Full-Time","Logistics/ Transportation/ Procurements","Posted: 57 Days Ago",2024-09-26,"Rusizi","Driver job at rusizi district","rusizi district","Inactive"
"Director of Business Development and Employment job at rusizi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Director-of-Business-Development-and-Employment-job-at-rusizi-district-37935","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Rusizi","Director of Business Development and Employment job at rusizi district","rusizi district","Inactive"
"Business Development and Employment Promotion Officer job at rusizi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Business-Development-and-Employment-Promotion-Officer-job-at-rusizi-district-37937","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Rusizi","Business Development and Employment Promotion Officer job at rusizi district","rusizi district","Inactive"
"Executive Secretary job at rusizi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Executive-Secretary-job-at-rusizi-district-37938","Full-Time","Administrative","Posted: 57 Days Ago",2024-09-26,"Rusizi","Executive Secretary job at rusizi district","rusizi district","Inactive"
"Good Governance and Specific Programs Officer job at rusizi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Good-Governance-and-Specific-Programs-Officer-job-at-rusizi-district-37939","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Rusizi","Good Governance and Specific Programs Officer job at rusizi district","rusizi district","Inactive"
"Education Officer job at rusizi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Education-Officer-job-at-rusizi-district-37940","Full-Time","Education/ Academic/ Teaching","Posted: 57 Days Ago",2024-09-26,"Rusizi","Education Officer job at rusizi district","rusizi district","Inactive"
"Secretary and Customer Care Assistant job at rusizi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Secretary-and-Customer-Care-Assistant-job-at-rusizi-district-37941","Full-Time","Customer Service","Posted: 57 Days Ago",2024-09-26,"Rusizi","Secretary and Customer Care Assistant job at rusizi district","rusizi district","Inactive"
"Social Affairs Officer job at rusizi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Social-Affairs-Officer-job-at-rusizi-district-37942","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Rusizi","Social Affairs Officer job at rusizi district","rusizi district","Inactive"
"Legal advisor & Notary job at rusizi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Legal-advisor-Notary-job-at-rusizi-district-37943","Full-Time","Legal","Posted: 57 Days Ago",2024-09-26,"Rusizi","Legal advisor & Notary job at rusizi district","rusizi district","Inactive"
"Documentation and Archives Officer job at rusizi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Documentation-and-Archives-Officer-job-at-rusizi-district-37954","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Rusizi","Documentation and Archives Officer job at rusizi district","rusizi district","Inactive"
"Civil registration and Notary job at rusizi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Civil-registration-and-Notary-job-at-rusizi-district-37955","Full-Time","Engineering","Posted: 57 Days Ago",2024-09-26,"Rusizi","Civil registration and Notary job at rusizi district","rusizi district","Inactive"
"Finance and Administration Officer job at rusizi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Finance-and-Administration-Officer-job-at-rusizi-district-37956","Full-Time","Accounting/ Finance","Posted: 57 Days Ago",2024-09-26,"Rusizi","Finance and Administration Officer job at rusizi district","rusizi district","Inactive"
"Data Management Officer job at rusizi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Data-Management-Officer-job-at-rusizi-district-37957","Full-Time","Data, Monitoring, and Research","Posted: 57 Days Ago",2024-09-26,"Rusizi","Data Management Officer job at rusizi district","rusizi district","Inactive"
"Health & Sanitation Officer job at rusizi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Health-Sanitation-Officer-job-at-rusizi-district-37958","Full-Time","Health/ Medicine","Posted: 57 Days Ago",2024-09-26,"Rusizi","Health & Sanitation Officer job at rusizi district","rusizi district","Inactive"
"Local revenue collection & Inspection Officer job at rusizi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Local-revenue-collection-Inspection-Officer-job-at-rusizi-district-37959","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Rusizi","Local revenue collection & Inspection Officer job at rusizi district","rusizi district","Inactive"
"Advisor to the Executive Committee job at rusizi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Advisor-to-the-Executive-Committee-job-at-rusizi-district-37961","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Rusizi","Advisor to the Executive Committee job at rusizi district","rusizi district","Inactive"
"Director of OSC and Land Notary job at rusizi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Director-of-OSC-and-Land-Notary-job-at-rusizi-district-37962","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Rusizi","Director of OSC and Land Notary job at rusizi district","rusizi district","Inactive"
"Billing Officer job at rusizi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Billing-Officer-job-at-rusizi-district-37963","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Rusizi","Billing Officer job at rusizi district","rusizi district","Inactive"
"Building Inspector job at rusizi district","https://www.greatrwandajobs.com/jobs/job-detail/job-Building-Inspector-job-at-rusizi-district-37964","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Rusizi","Building Inspector job at rusizi district","rusizi district","Inactive"
"Procurement Officer job at ministry of sports (MINISPORTS)","https://www.greatrwandajobs.com/jobs/job-detail/job-Procurement-Officer-job-at-ministry-of-sports-MINISPORTS-38020","Full-Time","Logistics/ Transportation/ Procurements","Posted: 57 Days Ago",2024-09-26,"Kigali","Procurement Officer job at ministry of sports (MINISPORTS)","ministry of sports (MINISPORTS)","Inactive"
"Accountant A1 job at musanze district","https://www.greatrwandajobs.com/jobs/job-detail/job-Accountant-A1-job-at-musanze-district-37936","Full-Time","Accounting/ Finance","Posted: 57 Days Ago",2024-09-26,"Musanze","Accountant A1 job at musanze district","musanze district","Inactive"
"Constituency Affairs Officer job at musanze district","https://www.greatrwandajobs.com/jobs/job-detail/job-Constituency-Affairs-Officer-job-at-musanze-district-37950","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Musanze","Constituency Affairs Officer job at musanze district","musanze district","Inactive"
"Itorero Coordination Program and Community Mobilisation Officer job at musanze district","https://www.greatrwandajobs.com/jobs/job-detail/job-Itorero-Coordination-Program-and-Community-Mobilisation-Officer-job-at-musanze-district-37951","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Musanze","Itorero Coordination Program and Community Mobilisation Officer job at musanze district","musanze district","Inactive"
"IT/MIS Officer job at musanze district","https://www.greatrwandajobs.com/jobs/job-detail/job-ITMIS-Officer-job-at-musanze-district-37952","Full-Time","Computer/ IT","Posted: 57 Days Ago",2024-09-26,"Musanze","IT/MIS Officer job at musanze district","musanze district","Inactive"
"Civil registration and Notary job at rubavu district","https://www.greatrwandajobs.com/jobs/job-detail/job-Civil-registration-and-Notary-job-at-rubavu-district-37909","Full-Time","Engineering","Posted: 57 Days Ago",2024-09-26,"Rubavu","Civil registration and Notary job at rubavu district","rubavu district","Inactive"
"Good Governance and Specific Programs Officer job at rubavu district","https://www.greatrwandajobs.com/jobs/job-detail/job-Good-Governance-and-Specific-Programs-Officer-job-at-rubavu-district-37910","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Rubavu","Good Governance and Specific Programs Officer job at rubavu district","rubavu district","Inactive"
"2 Data Manager A1/A0 job at rubavu district","https://www.greatrwandajobs.com/jobs/job-detail/job-2-Data-Manager-A1A0-job-at-rubavu-district-37915","Full-Time","Logistics/ Transportation/ Procurements","Posted: 57 Days Ago",2024-09-26,"Rubavu","2 Data Manager A1/A0 job at rubavu district","rubavu district","Inactive"
"Cashier A2 job at rubavu district","https://www.greatrwandajobs.com/jobs/job-detail/job-Cashier-A2-job-at-rubavu-district-37916","Full-Time","Accounting/ Finance","Posted: 57 Days Ago",2024-09-26,"Rubavu","Cashier A2 job at rubavu district","rubavu district","Inactive"
"Social Worker A2/A1 job at rubavu district","https://www.greatrwandajobs.com/jobs/job-detail/job-Social-Worker-A2A1-job-at-rubavu-district-37917","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Rubavu","Social Worker A2/A1 job at rubavu district","rubavu district","Inactive"
"Social Worker A2 job at rubavu district","https://www.greatrwandajobs.com/jobs/job-detail/job-Social-Worker-A2-job-at-rubavu-district-37918","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Rubavu","Social Worker A2 job at rubavu district","rubavu district","Inactive"
"Quality Improvement Officer job at rubavu district","https://www.greatrwandajobs.com/jobs/job-detail/job-Quality-Improvement-Officer-job-at-rubavu-district-37926","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Rubavu","Quality Improvement Officer job at rubavu district","rubavu district","Inactive"
"ICT Officer job at rubavu district","https://www.greatrwandajobs.com/jobs/job-detail/job-ICT-Officer-job-at-rubavu-district-37927","Full-Time","Computer/ IT","Posted: 57 Days Ago",2024-09-26,"Rubavu","ICT Officer job at rubavu district","rubavu district","Inactive"
"Driver job at rubavu district","https://www.greatrwandajobs.com/jobs/job-detail/job-Driver-job-at-rubavu-district-37929","Full-Time","Logistics/ Transportation/ Procurements","Posted: 57 Days Ago",2024-09-26,"Rubavu","Driver job at rubavu district","rubavu district","Inactive"
"Accountant job at rubavu district","https://www.greatrwandajobs.com/jobs/job-detail/job-Accountant-job-at-rubavu-district-37930","Full-Time","Accounting/ Finance","Posted: 57 Days Ago",2024-09-26,"Rubavu","Accountant job at rubavu district","rubavu district","Inactive"
"Social Affairs Officer job at nyamasheke district","https://www.greatrwandajobs.com/jobs/job-detail/job-Social-Affairs-Officer-job-at-nyamasheke-district-37912","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Nyamasheke","Social Affairs Officer job at nyamasheke district","nyamasheke district","Inactive"
"Research and Publication Specialist job at national commission for human rights (NCHR)","https://www.greatrwandajobs.com/jobs/job-detail/job-Research-and-Publication-Specialist-job-at-national-commission-for-human-rights-NCHR-37978","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Kigali","Research and Publication Specialist job at national commission for human rights (NCHR)","national commission for human rights (NCHR)","Inactive"
"Secretary and Customer Care job at ruhango district","https://www.greatrwandajobs.com/jobs/job-detail/job-Secretary-and-Customer-Care-job-at-ruhango-district-37945","Full-Time","Customer Service","Posted: 57 Days Ago",2024-09-26,"Ruhango","Secretary and Customer Care job at ruhango district","ruhango district","Inactive"
"Health & Sanitation Officer job at ruhango district","https://www.greatrwandajobs.com/jobs/job-detail/job-Health-Sanitation-Officer-job-at-ruhango-district-37946","Full-Time","Health/ Medicine","Posted: 57 Days Ago",2024-09-26,"Ruhango","Health & Sanitation Officer job at ruhango district","ruhango district","Inactive"
"Accountant job at ruhango district","https://www.greatrwandajobs.com/jobs/job-detail/job-Accountant-job-at-ruhango-district-37947","Full-Time","Accounting/ Finance","Posted: 57 Days Ago",2024-09-26,"Ruhango","Accountant job at ruhango district","ruhango district","Inactive"
"Water and Sanitation Officer job at ruhango district","https://www.greatrwandajobs.com/jobs/job-detail/job-Water-and-Sanitation-Officer-job-at-ruhango-district-37948","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Ruhango","Water and Sanitation Officer job at ruhango district","ruhango district","Inactive"
"District Infrastructure Property Management Officer job at ruhango district","https://www.greatrwandajobs.com/jobs/job-detail/job-District-Infrastructure-Property-Management-Officer-job-at-ruhango-district-37949","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Ruhango","District Infrastructure Property Management Officer job at ruhango district","ruhango district","Inactive"
"2 Documentalist & Archive Officer job at nyanza district","https://www.greatrwandajobs.com/jobs/job-detail/job-2-Documentalist-Archive-Officer-job-at-nyanza-district-37902","Full-Time","Management","Posted: 57 Days Ago",2024-09-26,"Nyanza","2 Documentalist & Archive Officer job at nyanza district","nyanza district","Inactive"
"ICT Officer job at nyanza district","https://www.greatrwandajobs.com/jobs/job-detail/job-ICT-Officer-job-at-nyanza-district-37903","Full-Time","Computer/ IT","Posted: 57 Days Ago",2024-09-26,"Nyanza","ICT Officer job at nyanza district","nyanza district","Inactive"
"Customer Care Officer job at nyanza district","https://www.greatrwandajobs.com/jobs/job-detail/job-Customer-Care-Officer-job-at-nyanza-district-37904","Full-Time","Customer Service","Posted: 57 Days Ago",2024-09-26,"Nyanza","Customer Care Officer job at nyanza district","nyanza district","Inactive"
"Procurement Officer job at nyanza district","https://www.greatrwandajobs.com/jobs/job-detail/job-Procurement-Officer-job-at-nyanza-district-37905","Full-Time","Logistics/ Transportation/ Procurements","Posted: 57 Days Ago",2024-09-26,"Nyanza","Procurement Officer job at nyanza district","nyanza district","Inactive"
